Mask Mandate,Social Distancing,Mobility Level,Population Density,Cases Per Capita,Current Phase,Future Phase,support,confidence,lift,chi_squared
,,VL,1,H,Phase 3,Phase 3,0.007619047619047619,0.7272727272727273,3.5353535353535355,18.50679400481715
,Phase 0,VL,1,H,,Phase 3,0.004761904761904762,0.6250000000000001,3.038194444444445,8.673422346575718
M,Phase 0,VL,1,H,,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,Phase 0,VL,1,H,,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
,Phase 0,VL,1,H,Phase 2,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
N,Phase 0,VL,1,H,Phase 2,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
,Phase 0,VL,1,H,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 0,VL,1,H,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
N,,VL,1,H,Phase 2,Phase 3,0.005714285714285714,0.6666666666666666,3.2407407407407405,11.804619704812517
N,,VL,1,H,,Phase 3,0.008571428571428572,0.6428571428571428,3.1249999999999996,16.594460917752283
N,,VL,1,H,Phase 3,Phase 3,0.002857142857142857,0.6,2.9166666666666665,4.779955939554576
,,VL,1,,,Phase 3,0.04476190476190476,0.3884297520661157,1.888200183654729,27.942700328257
M,,VL,1,,,Phase 3,0.02,0.42000000000000004,2.041666666666667,14.753821942446047
,,VL,1,,Phase 2,Phase 3,0.02,0.33333333333333337,1.6203703703703707,6.68040036056262
M,,VL,1,,Phase 2,Phase 3,0.007619047619047619,0.27586206896551724,1.3409961685823755,0.8981487173394115
M,,VL,1,,Phase 3,Phase 3,0.012380952380952381,0.7647058823529412,3.717320261437909,33.04511393447739
,,VL,1,,Phase 3,Phase 2,0.0019047619047619048,0.049999999999999996,0.12352941176470587,21.72258590564939
M,,VL,1,,Phase 3,Phase 2,0.0019047619047619048,0.11764705882352942,0.2906574394463668,5.912332474701629
,,VL,1,,Phase 3,Phase 3,0.024761904761904763,0.6499999999999999,3.159722222222222,50.235578863641756
,Phase 3,VL,1,,,Phase 3,0.007619047619047619,0.7272727272727273,3.5353535353535355,18.50679400481715
,Phase 3,VL,1,,,Phase 2,0.0019047619047619048,0.18181818181818182,0.44919786096256686,2.293330176588966
M,Phase 3,VL,1,,,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
,Phase 3,VL,1,,Phase 3,Phase 3,0.005714285714285714,1.0,4.861111111111112,23.299808429118773
M,Phase 3,VL,1,,Phase 3,Phase 3,0.0019047619047619048,1.0,4.861111111111112,7.736959287531806
,Phase 3,VL,1,M,Phase 3,Phase 3,0.0019047619047619048,1.0,4.861111111111112,7.736959287531806
,Phase 3,VL,1,M,,Phase 3,0.002857142857142857,0.5,2.430555555555556,3.198432633203782
M,Phase 3,VL,1,M,,Phase 3,0.0009523809523809524,0.25,1.215277777777778,0.048195191456777274
,Phase 3,VL,1,,Phase 2,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
M,Phase 3,VL,1,,Phase 2,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
,Phase 3,VL,1,M,Phase 2,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
M,Phase 3,VL,1,M,Phase 2,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 3,VL,1,,Phase 2,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
,Phase 3,VL,1,M,,Phase 2,0.0019047619047619048,0.3333333333333333,0.8235294117647058,0.12778904665314408
M,Phase 3,VL,1,,,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
,Phase 3,VL,1,M,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
M,Phase 3,VL,1,,Phase 2,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
M,Phase 3,VL,1,M,,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
M,Phase 3,VL,1,M,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
,Phase 3,VL,1,L,,Phase 3,0.004761904761904762,1.0,4.861111111111112,19.39792663476874
M,Phase 3,VL,1,L,,Phase 3,0.002857142857142857,1.0,4.861111111111112,11.616523400191022
,Phase 3,VL,1,L,Phase 2,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 3,VL,1,L,Phase 2,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 3,VL,1,L,Phase 3,Phase 3,0.0038095238095238095,1.0,4.861111111111112,15.503505417463355
M,Phase 3,VL,1,L,Phase 3,Phase 3,0.0019047619047619048,1.0,4.861111111111112,7.736959287531806
,Phase 0,VL,1,VL,,Phase 2,0.005714285714285714,0.6,1.4823529411764704,1.5973303167420805
M,Phase 0,VL,1,VL,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
N,Phase 0,VL,1,VL,,Phase 2,0.004761904761904762,1.0,2.4705882352941178,7.388122713200113
N,,VL,1,VL,,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
,,VL,1,VL,,Phase 3,0.0019047619047619048,0.14285714285714285,0.6944444444444444,0.3431038952621687
,Phase 0,VL,1,VL,,Phase 3,0.0019047619047619048,0.19999999999999998,0.9722222222222222,0.0020176166758900586
M,,VL,1,VL,,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
M,Phase 0,VL,1,VL,,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
M,,VL,1,VL,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 0,VL,1,VL,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,,VL,1,VL,Phase 3,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
,Phase 0,VL,1,VL,Phase 3,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
,,VL,1,VL,,Phase 2,0.009523809523809525,0.7142857142857143,1.7647058823529411,5.642289348171702
M,,VL,1,VL,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,,VL,1,VL,Phase 2,Phase 2,0.004761904761904762,1.0,2.4705882352941178,7.388122713200113
N,,VL,1,VL,Phase 2,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
,Phase 0,VL,1,VL,Phase 2,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
N,Phase 0,VL,1,VL,Phase 2,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
,Phase 4,VL,1,,,Phase 3,0.0009523809523809524,0.06666666666666667,0.32407407407407407,1.800636785257784
,Phase 4,VL,1,,Phase 2,Phase 3,0.0009523809523809524,0.09090909090909091,0.44191919191919193,0.8967023598725359
,Phase 4,VL,1,,,Phase 2,0.010476190476190476,0.7333333333333333,1.8117647058823527,6.818823529411763
,Phase 4,VL,1,VL,,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,Phase 4,VL,1,VL,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 4,VL,1,,Phase 2,Phase 2,0.009523809523809525,0.9090909090909092,2.2459893048128343,11.735564328102408
M,Phase 4,VL,1,,,Phase 2,0.008571428571428572,0.8181818181818182,2.021390374331551,7.886038097100772
M,Phase 4,VL,1,,Phase 2,Phase 2,0.008571428571428572,1.0,2.4705882352941178,13.349720291574844
N,Phase 4,VL,1,,,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
N,Phase 4,VL,1,VL,,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 4,VL,1,H,,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
,Phase 4,VL,1,H,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
M,Phase 4,VL,1,H,,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
M,Phase 4,VL,1,H,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,Phase 4,VL,1,H,,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 4,VL,1,H,Phase 2,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,,VL,1,,,Phase 1,0.011428571428571429,0.09917355371900827,0.32439947478180275,27.48630849485375
M,,VL,1,,,Phase 1,0.0038095238095238095,0.08,0.26168224299065423,12.601534556363214
M,,VL,1,,Phase 3,Phase 1,0.0009523809523809524,0.05882352941176471,0.19241341396371633,4.962420890975049
M,,VL,1,,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,,VL,1,M,,Phase 1,0.002857142857142857,0.125,0.4088785046728972,3.7790634908104073
M,,VL,1,M,,Phase 1,0.0019047619047619048,0.15384615384615383,0.5032350826743349,1.4303200739932633
M,,VL,1,M,Phase 3,Phase 1,0.0009523809523809524,0.19999999999999998,0.6542056074766355,0.264518718363611
,,VL,1,M,Phase 3,Phase 1,0.0019047619047619048,0.18181818181818182,0.5947323704333051,0.8039476557012286
,Phase 4,VL,1,M,,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 4,VL,1,M,,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,VL,1,M,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 4,VL,1,M,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,,VL,1,M,,Phase 1,0.0009523809523809524,0.1111111111111111,0.3634475597092419,1.6196715653797058
N,,VL,1,M,Phase 3,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
,Phase 3,VL,1,,,Phase 1,0.0009523809523809524,0.09090909090909091,0.29736618521665253,2.4165847703637153
,Phase 3,VL,1,M,,Phase 1,0.0009523809523809524,0.16666666666666666,0.5451713395638629,0.5496841338698882
M,Phase 3,VL,1,,,Phase 1,0.0009523809523809524,0.14285714285714285,0.4672897196261682,0.8805675775505792
M,Phase 3,VL,1,M,,Phase 1,0.0009523809523809524,0.25,0.8177570093457944,0.058721450851684384
,,VL,1,,Phase 3,Phase 1,0.004761904761904762,0.125,0.4088785046728972,6.398216405233462
,Phase 4,VL,1,,,Phase 1,0.002857142857142857,0.2,0.6542056074766356,0.8012233643187633
M,Phase 4,VL,1,,,Phase 1,0.0019047619047619048,0.18181818181818182,0.5947323704333051,0.8039476557012286
M,Phase 4,VL,1,,Phase 1,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,VL,1,,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,Phase 4,VL,1,,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
,Phase 4,VL,1,,Phase 1,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,,VL,1,L,,Phase 1,0.0009523809523809524,0.03571428571428571,0.11682242990654206,9.880297017027273
M,,VL,1,L,,Phase 1,0.0009523809523809524,0.09999999999999999,0.32710280373831774,2.01294033069734
N,,VL,1,,,Phase 1,0.002857142857142857,0.0625,0.2044392523364486,14.018030916360425
N,,VL,1,,Phase 3,Phase 1,0.002857142857142857,0.21428571428571427,0.7009345794392523,0.5588142659793752
,,VL,1,H,,Phase 1,0.0019047619047619048,0.07692307692307691,0.25161754133716746,6.574873379962459
N,,VL,1,H,,Phase 1,0.0019047619047619048,0.14285714285714285,0.4672897196261682,1.7730347169599503
,,VL,1,H,Phase 3,Phase 1,0.0019047619047619048,0.18181818181818182,0.5947323704333051,0.8039476557012286
N,,VL,1,H,Phase 3,Phase 1,0.0019047619047619048,0.39999999999999997,1.308411214953271,0.21041700825271892
,,VL,1,,Phase 1,Phase 1,0.004761904761904762,0.33333333333333337,1.090342679127726,0.05468946103336434
,,,1,M,,Phase 2,0.05047619047619047,0.31547619047619047,0.7794117647058824,6.617647058823529
,,,1,M,Phase 2,Phase 2,0.045714285714285714,0.7741935483870968,1.9127134724857684,37.32517726954958
M,,,1,M,,Phase 2,0.018095238095238095,0.2159090909090909,0.5334224598930482,14.218489777313307
M,,,1,M,Phase 2,Phase 2,0.018095238095238095,0.7307692307692307,1.8054298642533935,11.76053450226244
,Phase 3,,1,M,,Phase 2,0.012380952380952381,0.2280701754385965,0.563467492260062,7.810107283492183
,Phase 3,,1,M,Phase 2,Phase 2,0.012380952380952381,0.7222222222222222,1.784313725490196,7.660738714090287
M,Phase 3,,1,M,,Phase 2,0.010476190476190476,0.24444444444444444,0.6039215686274509,5.0154170324846366
M,Phase 3,,1,M,Phase 2,Phase 2,0.010476190476190476,0.6875,1.6985294117647058,5.3909716691318685
,Phase 0,,1,M,,Phase 2,0.017142857142857144,0.5806451612903226,1.4345351043643264,4.101431436482916
N,Phase 0,,1,M,,Phase 2,0.011428571428571429,0.5714285714285714,1.4117647058823528,2.4705882352941164
,Phase 0,,1,M,Phase 2,Phase 2,0.014285714285714285,0.7894736842105263,1.9504643962848298,11.886797212120847
N,Phase 0,,1,M,Phase 2,Phase 2,0.008571428571428572,0.6923076923076923,1.7104072398190044,4.51728576602364
M,Phase 0,,1,M,,Phase 2,0.004761904761904762,0.6250000000000001,1.5441176470588238,1.6229535960257437
M,Phase 0,,1,M,Phase 2,Phase 2,0.004761904761904762,1.0,2.4705882352941178,7.388122713200113
M,Phase 0,L,1,M,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 0,L,1,M,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 0,L,1,M,,Phase 2,0.002857142857142857,0.42857142857142855,1.0588235294117647,0.016581129095933685
,Phase 0,L,1,M,Phase 2,Phase 2,0.002857142857142857,0.5,1.2352941176470589,0.22718052738336722
N,Phase 0,L,1,M,,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
N,Phase 0,L,1,M,Phase 2,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
,Phase 0,H,1,M,,Phase 2,0.0038095238095238095,1.0,2.4705882352941178,5.9048475986953095
N,Phase 0,H,1,M,,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
,Phase 0,H,1,M,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
N,Phase 0,H,1,M,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 0,H,1,M,Phase 1,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
N,Phase 0,H,1,M,Phase 1,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,Phase 0,,1,M,Phase 1,Phase 2,0.002857142857142857,0.27272727272727276,0.6737967914438503,0.8043624834656935
N,Phase 0,,1,M,Phase 1,Phase 2,0.002857142857142857,0.375,0.9264705882352942,0.02963757479959351
,Phase 0,,1,M,,Phase 1,0.007619047619047619,0.25806451612903225,0.8441362677117877,0.34169958877078743
,Phase 0,,1,M,Phase 1,Phase 1,0.007619047619047619,0.7272727272727273,2.3789294817332203,9.307393054795753
N,Phase 0,,1,M,,Phase 1,0.004761904761904762,0.2380952380952381,0.7788161993769471,0.46161228231148593
N,Phase 0,,1,M,Phase 1,Phase 1,0.004761904761904762,0.6250000000000001,2.044392523364486,3.871832664637659
M,Phase 0,,1,M,,Phase 1,0.0019047619047619048,0.25,0.8177570093457944,0.11789373817823777
M,Phase 0,,1,M,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,,,1,M,Phase 3,Phase 1,0.012380952380952381,0.34210526315789475,1.1190359075258238,0.24599476327129433
M,,,1,M,Phase 3,Phase 1,0.005714285714285714,0.4,1.3084112149532712,0.6373500684756277
,Phase 3,,1,M,Phase 3,Phase 1,0.0038095238095238095,0.30769230769230765,1.0064701653486698,0.00024263986628462265
M,Phase 3,,1,M,Phase 3,Phase 1,0.002857142857142857,0.5,1.6355140186915889,1.0731682733687962
,,L,1,M,Phase 3,Phase 1,0.002857142857142857,0.375,1.2266355140186915,0.1823244875935304
,Phase 3,L,1,M,Phase 3,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
M,,L,1,M,Phase 3,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
M,Phase 3,L,1,M,Phase 3,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
N,,,1,M,Phase 3,Phase 1,0.0038095238095238095,0.36363636363636365,1.1894647408666101,0.1757117245290335
N,Phase 3,,1,M,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,,,1,M,,Phase 2,0.03142857142857143,0.5409836065573771,1.3365477338476375,4.987984512374795
N,,,1,M,Phase 2,Phase 2,0.02666666666666667,0.823529411764706,2.0346020761245676,25.575852110181735
N,Phase 3,,1,M,,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
N,Phase 3,,1,M,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
N,Phase 3,,1,M,,Phase 1,0.002857142857142857,0.6,1.9626168224299065,2.0498751520230454
N,,,1,M,,Phase 1,0.015238095238095238,0.26229508196721313,0.8579745671824729,0.5752181612259125
N,,,1,M,Phase 2,Phase 1,0.0009523809523809524,0.029411764705882356,0.09620670698185817,12.638345990148704
N,,,1,M,Phase 1,Phase 2,0.004761904761904762,0.35714285714285715,0.8823529411764706,0.13354531001589834
N,,,1,M,Phase 1,Phase 1,0.008571428571428572,0.6428571428571428,2.102803738317757,7.59856429638361
,,L,1,M,,Phase 2,0.015238095238095238,0.3902439024390244,0.9641319942611191,0.03732547673520813
,,L,1,M,Phase 2,Phase 2,0.015238095238095238,0.7272727272727273,1.7967914438502675,9.701013337772324
,Phase 3,L,1,M,,Phase 2,0.004761904761904762,0.31250000000000006,0.7720588235294119,0.5740414154056198
,Phase 3,L,1,M,Phase 2,Phase 2,0.004761904761904762,0.7142857142857143,1.7647058823529411,2.8022108172127917
M,Phase 3,L,1,M,,Phase 2,0.0038095238095238095,0.30769230769230765,0.760180995475113,0.5147898785654764
M,Phase 3,L,1,M,Phase 2,Phase 2,0.0038095238095238095,0.6666666666666666,1.6470588235294117,1.718052738336714
M,,L,1,M,,Phase 2,0.007619047619047619,0.2962962962962963,0.7320261437908496,1.3532286815019268
M,,L,1,M,Phase 2,Phase 2,0.007619047619047619,0.7272727272727273,1.7967914438502675,4.799153855259841
N,,L,1,M,,Phase 2,0.007619047619047619,0.6666666666666666,1.6470588235294117,3.4559673580414825
N,,L,1,M,Phase 2,Phase 2,0.007619047619047619,0.7272727272727273,1.7967914438502675,4.799153855259841
N,Phase 3,L,1,M,,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
N,Phase 3,L,1,M,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,,L,1,M,,Phase 1,0.013333333333333334,0.34146341463414637,1.11693640300889,0.25689695408295965
M,,L,1,M,,Phase 1,0.013333333333333334,0.5185185185185186,1.6960886119764627,5.91267477088246
,Phase 3,L,1,M,,Phase 1,0.006666666666666667,0.43750000000000006,1.4310747663551404,1.3294482908223226
M,Phase 3,L,1,M,,Phase 1,0.006666666666666667,0.5384615384615384,1.7613227893601724,3.3594567886513556
,,L,1,M,Phase 1,Phase 1,0.008571428571428572,1.0,3.2710280373831777,20.615960569904928
M,,L,1,M,Phase 1,Phase 1,0.008571428571428572,1.0,3.2710280373831777,20.615960569904928
,Phase 3,L,1,M,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,Phase 3,L,1,M,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,,,1,M,,Phase 1,0.07333333333333333,0.4583333333333333,1.499221183800623,21.94792721647458
M,,,1,M,,Phase 1,0.05047619047619047,0.6022727272727273,1.970050977060323,39.79820806144793
,Phase 3,,1,M,,Phase 1,0.02857142857142857,0.5263157894736842,1.7215937038858828,13.819040217082783
M,Phase 3,,1,M,,Phase 1,0.024761904761904763,0.5777777777777778,1.8899273104880583,16.395411632018494
,,,1,M,Phase 2,Phase 1,0.0009523809523809524,0.016129032258064516,0.052758516731986733,26.03292495501161
,Phase 4,,1,M,,Phase 1,0.02761904761904762,0.6444444444444445,2.1079958463136035,25.414965223623568
N,Phase 4,,1,M,,Phase 1,0.002857142857142857,0.25,0.8177570093457944,0.17752207396202851
N,Phase 4,,1,M,Phase 3,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 4,,1,M,Phase 2,Phase 1,0.0009523809523809524,0.08333333333333333,0.27258566978193144,2.828227890153032
N,Phase 4,,1,M,Phase 2,Phase 1,0.0009523809523809524,0.125,0.4088785046728972,1.240345214834126
M,Phase 4,,1,M,,Phase 1,0.01904761904761905,0.8695652173913043,2.844372206420154,35.22259374336589
,Phase 4,,1,M,Phase 3,Phase 1,0.007619047619047619,0.6666666666666666,2.1806853582554515,7.451076989109429
M,Phase 4,,1,M,Phase 3,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,Phase 4,,1,M,Phase 1,Phase 1,0.018095238095238095,0.9499999999999998,3.107476635514018,39.87356908976239
M,Phase 4,,1,M,Phase 1,Phase 1,0.01619047619047619,1.0,3.2710280373831777,39.24283685120012
,Phase 4,L,1,M,,Phase 1,0.0038095238095238095,0.5714285714285714,1.8691588785046729,2.3441147978562515
,Phase 4,L,1,M,Phase 1,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
M,Phase 4,L,1,M,,Phase 1,0.0038095238095238095,0.5714285714285714,1.8691588785046729,2.3441147978562515
M,Phase 4,L,1,M,Phase 1,Phase 1,0.0038095238095238095,1.0,3.2710280373831777,9.11885062811601
,Phase 4,L,1,M,,Phase 2,0.002857142857142857,0.42857142857142855,1.0588235294117647,0.016581129095933685
M,Phase 4,L,1,M,,Phase 2,0.002857142857142857,0.42857142857142855,1.0588235294117647,0.016581129095933685
